product_name,ingredients,price,category,label
Origins Plantscription Anti-Aging Power Serum 50ml,"['butylene glycol', 'dimethicon', 'simmondsia chinensis leaf extract', 'glycerin', 'rosa damascena', 'lavandula angustifolia', 'pelargonium graveolens extract', 'illicium verum fruit extract', 'citrus aurantium bergamia', 'carthamus tinctorius extract', 'myristica fragrans extract', 'citrus aurantium dulcis', 'citrus nobilis oil', 'citrus limon juice extract', 'litsea cubeba fruit extract', 'hibiscus abelmoschus extract', 'limonene', 'linalool', 'geraniol', 'citronellol', 'sigesbeckia orientalis extract', 'prunus amygdalus dulcis', 'anogeissus leiocarpus bark extract', 'pisum sativum extract', 'bambusa vulgaris extract', 'crithmum maritimum extract', 'centaurium erythraea (centaury) extract', 'laminaria digitata extract', 'coffea arabica seed extract', 'rosmarinus officinalis extract', 'rubus idaeus extract', 'polymethylsilsesquioxane', 'cucumis sativus extract', 'pyrus malus flower extract', 'commiphora mukul resin extract', 'scutellaria baicalensis extract', 'dicaprylyl carbonate', 'acetyl hexapeptide-8', 'caffeinee', 'phytosphingosine', 'sodium hyaluronate', 'lecithin', 'methyl trimethicone', 'glucosamine hcl', 'hydrogenated olus oil', 'hydrolyzed algin', 'micrococcus lysate', 'carbomer', 'capric triglyceride', 'ammonium acryloyldimethyltaurate/vp', 'caprylyl glycol', 'tetrahexyldecyl ascorbate', 'polysilicone-11', 'tromethamine', 'sodium phytate', 'hexylene glycol', 'silica', 'phenoxyethanol']",65.0,Serum,0
EstÃ©e Lauder Perfectionist Pro Rapid Brightening Treatment with Ferment2+ Vitamin C 50ml,"['butylene glycol', 'glycerin', 'glycereth-26', 'isononyl isononanoate', 'dimethicon', 'propanediol', 'ascorbyl glucoside', 'algae extract', 'sucrose', 'acetyl glucosamine', 'hydroxyethyl urea', 'lens esculenta (lentil) fruit extract', 'citrullus lanatus fruit extract', 'pyrus malus flower extract', 'saccharum officinarum extract', 'myrtus communis leaf extract', 'avena sativa kernel extract', 'triticum vulgare bran extract', 'hordeum vulgare extract', 'cladosiphon okamuranus extract', 'salicylic acid', 'hydrolyzed prunus domestica', 'caffeinee', 'sodium lactate', 'dipotassium glycyrrhizate', 'squalene', 'oryzanol', 'resveratrol', 'sodium hyaluronate', 'sodium pca', 'ethylhexyl glycerin', 'bis-peg-18 methyl ether dimethyl', 'tocopheryl acetate', 'peg-75', 'oleth-3 phosphate', 'sorbitol', 'caprylyl glycol', 'oleth-3', 'sodium polyaspartate', 'oleth-5', 'acrylates/c10-30 alkyl', 'propylene glycol caprylate', 'dextrin', 'faex extract', 'choleth-24', 'carbomer', 'sodium hydroxide', 'ceteth-24', 'xanthan gum', 'parfum', 'glyceryl acrylate/acrylic acid copolymer', 'citric acid', 'sodium citrate', 'disodium edta', 'bht', 'potassium sorbate', 'sodium benzoate', 'phenoxyethanol']",77.4,Serum,1
Peter Thomas Roth Retinol Fusion PM 30ml,"['cyclopentasiloxane', 'squalene', 'retinol', 'tocopheryl acetate', 'ascorbyl palmitate', 'bisabolol', 'lecithin', 'potassium phosphate', 'pentylene glycol', 'polysorbate-20', 'alcohol']",55.5,Serum,0
Elizabeth Arden Skin Illuminating Advanced Brightening Night Capsules (50 Capsules),"['cyclopentasiloxane', 'cyclohexasiloxane', 'capric triglyceride', 'dimethicon/vinyl dimethicon crosspolymer', 'neopentyl glycol diheptanoate', 'silica', 'tetrahexyldecyl ascorbate', 'brassica campestris', 'glycolic acid', 'glycyrrhiza glabra root extract', 'humulus lupulus extract', 'isoceteth-10', 'lactic acid', 'niacinamide', 'parfum', 'phoenix dactylifera extract', 'polyvinyl alcohol', 'sodium ascorbyl phosphate', 'spilanthes acmella flower extract', 'tocopherol', 'tocopheryl acetate', 'tryptophan', 'butylphenyl methylpropional', 'citronellol', 'geraniol', 'hexyl cinnamal', 'limonene', 'linalool']",60.0,Serum,0
Caudalie VineActiv Glow Activating Anti-Wrinkle Serum 30ml,"['squalene', 'butylene glycol', 'glycerin', 'c14-22', 'ethylhexyl glycerin', 'ascorbyl tetraisopalmitate', 'polyacrylate crosspolymer-6', 'parfum', 'tocopherol', 'glyceryl stearate se', 'palmitoyl grapevine extract', 'c12-20', 'hydrolyzed sodium hyaluronate', 'phenylpropanol', 'picea abies extract', 'propanediol', 'acacia senegal gum', 'caprylyl glycol', 'xanthan gum', 'sodium phytate', 'citric acid']",36.0,Serum,0
Sukin Super Greens Recovery Serum 30ml,"['capric triglyceride', 'glycerin', 'glyceryl stearate', 'decyl oleate', 'theobroma cacao extract', 'vitis vinifera extract', 'persea gratissima oil', 'tocopherol', 'xanthan gum', 'sodium stearoyl glutamate', 'daucus carota sativa extract', 'euterpe oleracea fruit oil', 'lycium barbarum extract', 'spirulina platensis extract', 'chlorella vulgaris extract', 'petroselinum crispum (parsley) extract', 'brassica oleracea acephala leaf extract', 'parfum', 'lactic acid', 'phenoxyethanol', 'benzyl alcohol']",13.95,Serum,0
Pai Skincare Back to Life Hydration Serum 30ml,"['glycerin', 'lactobacillus', 'cocos nucifera fruit extract', 'simmondsia chinensis leaf extract', 'sodium hyaluronate', 'kunzea pomifera fruit extract', 'syzygium luehmannii fruit extract', 'tasmannia lanceolata fruit extract', 'sodium levulinate', 'lysolecithin', 'sclerotium gum', 'sodium anisate', 'xanthan gum', 'pullulan', 'helianthus annuus seed oil', 'jasminum grandiflorum flower extract', 'litsea cubeba fruit extract', 'pelargonium graveolens extract', 'lactic acid', 'tocopherol', 'silica']",42.0,Serum,0
OSKIA Super 16 Serum (30ml),"['helianthus annuus seed oil', 'glycerin', 'capric triglyceride', 'bakuchiol', 'butylene glycol', 'dimethyl sulfone', 'boerhavia diffusa root extract', 'lupinus albus seed extract', 'chondrus crispus extract', 'crithmum maritimum extract', 'crithmum maritimum extract', 'malus domestica fruit extract', 'sodium hyaluronate', 'opuntia ficus-indica stem extract', 'retinyl palmitate', 'rosa damascena', 'disodium edta', 'glucose', 'glyceryl linoleate', 'glyceryl linolenate', 'inulin lauryl carbamate', 'lecithin', 'sodium ascorbyl phosphate', 'sodium lactate', 'sodium pca', 'sorbitol', 'tocopherol', 'tocopheryl acetate', 'xanthan gum', 'caprylyl glycol', 'ethylhexyl glycerin', 'phenyl ethyl alcohol', 'phenoxyethanol', 'citronellol', 'geraniol', 'linalool']",90.0,Serum,0
La Roche-Posay Pigmentclar Serum 30ml,"['glycerin', 'dimethicon', 'alcohol denat', 'niacinamide', 'isopropyl lauroyl sarcosinate', 'octyldodecanol', 'peg-20 methyl glucose sesquistearate', 'dimethiconol', 'cetearyl ethylhexanoate', 'isohexadecane', 'sodium hyaluronate', 'ginkgo biloba extract', 'phenylethyl resorcinol', 'poloxamer 338', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'isopropyl myristate', 'capryloyl', 'salicylic acid', 'xanthan gum', 'ferulic acid', 'polysorbate 80', 'acrylamide/sodium', 'acryloyldimethyl taurate copolymer', 'phenoxyethanol', 'titanium dioxide', 'ci 77019', 'parfum']",30.0,Serum,0
"Clinique Repairwear Laser Focus Smooths, Restores, Refines 50ml","['water\\aqua\\eau ', 'dimethicon ', 'butylene glycol ', 'methyl trimethicone ', 'vinyl dimethicon/methicone silsesquioxane crosspolymer ', 'polysorbate-20 ', 'bis-peg-18 methyl ether dimethyl ', 'glycerin ', 'silica ', 'polymethylsilsesquioxane ', 'lauryl peg-9 ', 'methyl gluceth-20 ', 'polysilicone-11 ', 'sigesbeckia orientalis extract', 'salvia sclarea ', 'acetyl glucosamine ', 'plankton extract ', 'whey protein', 'sea whip extract ', 'arabidopsis thaliana extract ', 'caffeinee ', 'acetyl hexapeptide-8 ', 'glycine soja extract', 'sodium hyaluronate ', 'micrococcus lysate ', 'palmitoyl oligopeptide ', 'ergothioneine ', 'aminopropyl ascorbyl phosphate', 'caprylyl glycol ', 'ethylhexyl glycerin ', 'tocopheryl acetate ', 'cholesterol', 'glyceryl polymethacrylate', 'sodium hydroxide', 'lecithin', 'carbomer ', 'peg-8 ', 'xanthan gum ', 'citric acid ', 'disodium edta ', 'phenoxyethanol']",47.0,Serum,0
DECLÃOR Aromessence Green Mandarin Essential Oil Serum 15ml,"['macadamia ternifolia seed oil', 'helianthus annuus seed oil', 'prunus armeniaca fruit extract', 'limonene', 'citrus nobilis peel oil / mandarin citrus aurantium dulcis oil', 'sclerocarya birrea seed oil', 'citrus limon juice extract', 'citrus aurantium dulcis', 'daucus carota sativa extract', 'tocopherol', 'fusanus spicatus wood oil', 'jasminum sambac flower extract / jasmine flower extract', 'citrus grandis', 'citral', 'linalool', 'benzyl alcohol', 'farnesol', 'haematococcus pluvialis extract', 'capric triglyceride', 'geraniol']",38.5,Serum,0
DECLÃOR Organic Aromessence Rose d'Orient Soothing Comfort Oil Serum,"['prunus amygdalus dulcis', 'prunus armeniaca fruit extract', 'tocopherol', 'pelargonium graveolens extract', 'anthemis nobilis flower water', 'fusanus spicatus wood oil', 'citronellol', 'citrus aurantium bergamia', 'geraniol', 'rosa damascena', 'helianthus annuus seed oil', 'linalool', 'limonene', 'farnesol', 'citral']",36.4,Serum,0
LancÃ´me Advanced GÃ©nifique Youth Activating Serum 30ml,"['bifida ferment lysate', 'glycerin', 'alcohol denat', 'dimethicon', 'hydroxyethylpiperazine ethane sulfonic acid', 'ascorbyl glucoside', 'lactobacillus', 'tocopherol', 'sodium hyaluronate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'adenosine', 'faex extract', 'peg-20 methyl glucose sesquistearate', 'castor oil', 'polymnia sonchifolia root juice', 'maltodextrin', 'salicyloyl phytosphingosine', 'ammonium polyacryloyldmethyl taurate', 'limonene', 'mannose', 'xanthan gum', 'pentylene glycol', 'propylene glycol', 'caprylyl glycol', 'alpha-glucan oligosaccharide', 'sorbitol', 'disodium edta', 'rosa gallica extract', 'octyldodecanol', 'citronellol', 'parfum']",53.55,Serum,0
LancÃ´me Advanced GÃ©nifique Youth Activating Serum 50ml,"['bifida ferment lysate', 'glycerin', 'alcohol denat', 'dimethicon', 'hydroxyethylpiperazine ethane sulfonic acid', 'ascorbyl glucoside', 'lactobacillus', 'tocopherol', 'sodium hyaluronate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'adenosine', 'faex extract', 'peg-20 methyl glucose sesquistearate', 'castor oil', 'polymnia sonchifolia root juice', 'maltodextrin', 'salicyloyl phytosphingosine', 'ammonium polyacryloyldmethyl taurate', 'limonene', 'mannose', 'xanthan gum', 'pentylene glycol', 'propylene glycol', 'caprylyl glycol', 'alpha-glucan oligosaccharide', 'sorbitol', 'disodium edta', 'rosa gallica extract', 'octyldodecanol', 'citronellol', 'parfum']",75.15,Serum,0
LancÃ´me Advanced GÃ©nifique Youth Activating Serum 75ml,"['bifida ferment lysate', 'glycerin', 'alcohol denat', 'dimethicon', 'hydroxyethylpiperazine ethane sulfonic acid', 'ascorbyl glucoside', 'lactobacillus', 'tocopherol', 'sodium hyaluronate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'adenosine', 'faex extract', 'peg-20 methyl glucose sesquistearate', 'castor oil', 'polymnia sonchifolia root juice', 'maltodextrin', 'salicyloyl phytosphingosine', 'ammonium polyacryloyldmethyl taurate', 'limonene', 'mannose', 'xanthan gum', 'pentylene glycol', 'propylene glycol', 'caprylyl glycol', 'alpha-glucan oligosaccharide', 'sorbitol', 'disodium edta', 'rosa gallica extract', 'octyldodecanol', 'citronellol', 'parfum']",90.45,Serum,0
LancÃ´me Advanced GÃ©nifique Youth Activating Serum 115ml,"['bifida ferment lysate', 'glycerin', 'alcohol denat', 'dimethicon', 'hydroxyethylpiperazine ethane sulfonic acid', 'ascorbyl glucoside', 'lactobacillus', 'tocopherol', 'sodium hyaluronate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'adenosine', 'faex extract', 'peg-20 methyl glucose sesquistearate', 'castor oil', 'polymnia sonchifolia root juice', 'maltodextrin', 'salicyloyl phytosphingosine', 'ammonium polyacryloyldmethyl taurate', 'limonene', 'mannose', 'xanthan gum', 'pentylene glycol', 'propylene glycol', 'caprylyl glycol', 'alpha-glucan oligosaccharide', 'sorbitol', 'disodium edta', 'rosa gallica extract', 'octyldodecanol', 'citronellol', 'parfum']",114.3,Serum,0
COSRX AC Collection Blemish Spot Clearing Serum 40ml,"['propolis extract', 'butylene glycol', 'niacinamide', 'panthenol', '1,2-hexanediol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'ethylhexyl glycerin', 'glycerin', 'polyglyceryl-10 laurate', 'polyglyceryl-10 myristate', 'allantoin', 'melaleuca alternifolia leaf extract', 'sodium hyaluronate', 'asiaticoside', 'asiatic acid', 'madecassic acid', 'helianthus annuus seed oil', 'macadamia ternifolia seed oil', 'sucrose distearate', 'glyceryl stearate', 'hydrogenated lecithin', 'dipropylene glycol', 'ceramide np', 'rh-oligopeptide-1']",27.0,Serum,0
Holika Holika 3 Seconds Starter (Hyaluronic Acid),"['disodium edta', 'bis-peg-18 methyl ether dimethyl', 'glyceryl acrylate/acrylic acid copolymer', 'propylene glycol', 'glycerin', 'butylene glycol', 'betaine', 'peucedanum ostruthium leaf extract', 'hydrolyzed viola tricolor extract', 'polysorbate 80', 'platinum powder', 'vaccinium myrtillus extract', 'saccharum officinarum extract', 'acer saccharum extract', 'citrus aurantium dulcis', 'citrus limon juice extract', 'nelumbium nucifera flower extract', 'nelumbo nucifera flower extract', 'nelumbo nucifera flower extract', 'nelumbo nucifera flower extract', 'portulaca oleracea extract', 'phospholipid', 'carbomer', 'xanthan gum', 'sodium hyaluronate', 'ammonium acryloyldimethyltaurate/vp', 'glycereth-26', 'triethanolamine', 'ethanol', 'peg-7 capric triglyceride', 'methylparaben', 'phenoxyethanol', 'castor oil', 'parfum']",12.95,Serum,0
Dermalogica AGE Bright Clearing Serum 30ml,"['niacinamide', 'butylene glycol', 'castor oil', 'salicylic acid', 'lentinus edodes mycelium extract', 'glyceryl glucoside', 'salvia sclarea', 'phytic acid', 'terpineol', 'thymol', 'citrus aurantium dulcis', 'rosmarinus officinalis extract', 'lavandula hybrida extract', 'pelargonium graveolens extract', 'lavandula angustifolia', 'citrus limon juice extract', 'polydextrose', 'glycerin', 'dextrin', 'amylopectin', 'caprylyl glycol', 'ethylhexyl glycerin', 'xanthan gum', 'pentylene glycol', 'sodium hydroxide', 'isoamyl laurate', 'limonene', 'linalool', 'geraniol', 'citronellol', 'phenoxyethanol', '']",52.65,Serum,0
Dr. Hauschka Night Serum 20ml,"['alcohol', 'glycerin', 'pyrus malus flower extract', 'chondrus crispus extract', 'hamamelis virginiana', 'hectorite', 'pyrus malus flower extract', 'parfum', 'citronellol', 'limonene', 'linalool', 'geraniol', 'citral', 'sodium chloride', 'xanthan gum']",29.5,Serum,0
Elizabeth Arden SuperStart Skin Renewal Booster 50ml,"['glycerin', 'pentylene glycol', 'butylene glycol', 'capric triglyceride', 'cyclopentasiloxane', 'dimethicon', 'peg-11 methyl ether dimethicon', 'alpha-glucan oligosaccharide', 'ammonium acryloyldimethyltaurate/vp', 'amodimethicon', 'caprylyl glycol', 'carbomer', 'ceramide 1', 'ceramide 3', 'ceramide 6 ii', 'cholesterol', 'crithmum maritimum extract', 'dimethicon/vinyl dimethicon crosspolymer', 'disodium edta', 'ethylhexyl glycerin', 'kefiran', 'lactobacillus', 'linum usitatissimum flower extract', 'maltodextrin', 'parfum', 'phytosphingosine', 'polymnia sonchifolia root juice', 'saccharide isomerate', 'salicornia herbacea extract', 'sodium hydroxide', 'sodium lauroyl', 'sodium polyacrylate', 'xanthan gum', 'chlorphenesin', 'phenoxyethanol', 'sodium benzoate']",60.0,Serum,0
LancÃ´me GÃ©nifique Double Drop Serum 20ml,"['bifida ferment lysate', 'glycerin', 'alcohol denat', 'dimethicon', 'hydroxyethylpiperazine ethane sulfonic acid', 'ascorbyl glucoside', 'sodium hyaluronate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'adenosine', 'faex extract', 'peg-2 methyl glucose sesquistearate', 'castor oil', 'salicyloyl phytosphingosine', 'ammonium polyacryloyldmethyl taurate', 'limonene', 'xanthan gum', 'caprylyl glycol', 'disodium edta', 'octyldodecanol', 'citronellol', 'parfum']",54.0,Serum,0
SkinCeuticals Discoloration Defense Corrective SerumÂ 30ml,"['butylene glycol', 'niacinamide', 'hydroxyethylpiperazine ethane sulfonic acid', 'glycerin', 'hydroxyethyl urea', 'propylene glycol', 'tranexamic acid', 'phenoxyethanol', 'caprylyl glycol', 'allantoin', 'chlorphenesin', 'xanthan gum', 'disodium edta']",85.0,Serum,0
Aurelia Probiotic Skincare Revitalise & Glow Serum 30ml,"['aloe barbadenis extract', 'bifida ferment lysate', 'cocoglycerides', 'glycerin', 'lactose', 'lactis proteinum', 'coco-caprylate', 'cetearyl glucoside', 'cetearyl alcohol', 'kigelia africana fruit extract', 'hibiscus sabdariffa flower extract', 'adansonia digitata seed oil', 'tocopherol', 'citrus nobilis oil', 'helianthus annuus seed oil', 'jasminum officinale extract', 'plumeria acutifolia flower extract (plumeria essential oil)', 'polianthes tuberosa extract', 'xanthan gum', 'sodium stearoyl glutamate', 'sodium magnesium fluorosilicate (nano) (naturally occurring mineral salts)', 'sodium phytate', 'glyceryl caprylate', 'benzyl alcohol', 'dehydroacetic acid ', 'citric acid', 'limonene', 'linalool', 'benzyl benzoate']",51.2,Serum,0
EstÃ©e Lauder Idealist Pore Minimizing Skin Refinisher 30ml,"['cyclopentasiloxane', 'dimethicon', 'polysilicone-11', 'acetyl glucosamine', 'sodium lactobionate', 'morus nigra extract', 'faex extract', 'serenoa serrulata fruit extract', 'triticum vulgare bran extract', 'vitis vinifera extract', 'scutellaria baicalensis extract', 'castanea sativa seed extract', 'camellia sinensis extract', 'hordeum vulgare extract', 'lavandula angustifolia', 'amorphophallus konjac root extract', 'caffeinee', 'laminaria saccharina extract', 'tocopheryl acetate', 'salvia sclarea', 'sodium hyaluronate', 'coriandrum sativum extract', 'citrus grandis', 'cholesterol', 'glycerin', 'ethylhexyl glycerin', 'squalene', 'polyethylene', 'isopentyldiol', 'phenyl trimethicone', 'isohexadecane', 'polysorbate-20', 'pantethine', 'methyldihydrojasmonate', 'acrylamide/sodium', 'ammonium acryloyldimethyltaurate/vp', 'polysorbate 80', 'peg-8', 'ethyl 2,2-dimethylhydrocinnamal', 'phospholipid', 'palmitoyl oligopeptide', 'butylene glycol', 'magnesium ascorbyl phosphate', 'glyceryl polymethacrylate', 'sodium glycyrrhetinate', 'nordihydroguaiaretic acid', 'chlorphenesin', 'phenoxyethanol', 'limonene', 'linalool', 'ci 77491', 'ci 77492', 'ci 77499', 'ci 77019', 'titanium dioxide']",42.3,Serum,0
EstÃ©e Lauder Perfectionist [CP+R] Wrinkle Lifting/Firming Serum 30ml,"['dimethicon', 'polysilicone-11', 'hdi/trimethylol hexyllactone crosspolymer', 'silica', 'butylene glycol', 'caprylyl methicone', 'sigesbeckia orientalis extract', 'salvia sclarea', 'coleus forskohli rott extract', 'chamomilla recutita flower oil', 'dimethicon', 'hydrolyzed fish (pisces) collage', 'palmaria palmata extract', 'glycyrrhiza glabra root extract', 'silybum marianum extract', 'hordeum vulgare extract', 'padina pavonica extract', 'artemia extract', 'pantethine', 'aglae extract', 'chlorella vulgaris extract', 'cholesterol', 'squalene', 'boswellia serrata plant extract', 'zea mays extract', 'glycine soja extract', 'caffeinee', 'whey protein', 'linoleic acid', 'lecithin', 'fish (pisces) collagen', 'acetyl hexapeptide-8', 'glycerin', 'yeast extract', 'polyquaternium-51', 'phytosphingosine', 'triticum vulgare bran extract', 'decarboxy carnosine hcl', 'polysorbate-40', 'pentylene glycol', 'propanediol', 'lauryl peg-9', 'polydimethylsiloxyethyl dimethicon', 'ethylhexyl glycerin', 'ammonium acryloyldimethyltaurate/vp', 'sodium pca', 'propylene glycol dicoco-caprylate', 'sodium chondroitin sulfate', 'sodium hyaluronate', 'isohexadecane', 'peg-8', 'tocopheryl acetate', 'polysorbate-80', 'disodium distyrylbiphenyl disulfonate', 'laureth-12', 'acrylamide/sodium', 'caprylyl glycol', 'aminopropyl ascorbyl phosphate', 'xanthan gum', 'sodium beta-sitosteryl sulfate', 'sodium chloride', 'sodium hydroxide', 'parfum', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 77019', 'titanium dioxide']",55.8,Serum,0
DECLÃOR Aromessence Magnolia Youthful Oil Serum 15ml 0.5oz,"['corylus avellana flower extract', 'simmondsia chinensis leaf extract', 'cocos nucifera fruit extract', 'linalool', 'michelia alba leaf oil', 'cymbopogon martini oil', 'pelargonium graveolens extract', 'citrus limon juice extract', 'limonene', 'cananga odorata flower oil', 'tocopherol', 'citronellol', 'jasminum officinale extract', 'geraniol', 'zingiber officinale root oil', 'fusanus spicatus wood oil', 'benzyl benzoate', 'gardenia tahitensis flower extract', 'benzyl alcohol', 'citral', 'farnesol', 'rosa damascena', 'helianthus annuus seed oil', 'mentha piperita extract', 'benzyl salicylate', 'eugenol']",49.0,Serum,0
Murad Retinol Youth Renewal Serum Travel Size,"['cyclopentasiloxane', 'isopropyl palmitate', 'c14-22', 'polymethylsilsesquioxane', 'dimethicon', 'propanediol', 'glyceryl stearate', 'peg-100 stearate', 'shea butter ethyl esters', 'retinol', 'hydroxypinacolone retinoate', 'ceramide np', 'sodium hyaluronate', 'solanum lycopersicum', 'swertia chirata extract', 'squalene', 'punica granatum seed oil', 'tocopheryl acetate', 'glycine soja extract', 'urea', 'yeast amino acids', 'trehalose', 'inositol', 'taurine', 'betaine', 'glycerin', 'capric triglyceride', 'dimethyl isosorbide', 'silica', 'ethylhexyl palmitate', 'silica dimethyl silylate', 'butylene glycol', 'lecithin', 'ammonium acryloyldimethyltaurate/vp', 'c12-20', 'cetyl palmitate', 'laureth-23', 'polysorbate-20', 'trideceth-6', 'synthetic fluorphlogopite', 'phenoxyethanol', 'ethylhexyl glycerin', 'chlorphenesin', 'disodium edta', 'sodium hydroxide', 'tris (tetramethylhydroxypiperidinol) citrate', 'sodium benzotriazolyl butylphenol sulfonate', 'titanium dioxide', 'ci 14700', 'alpha-isomethyl ionone', 'citronellol', 'parfum']",25.0,Serum,0
Caudalie ResvÃ©ratrol Lift Firming Serum (30ml),"['glycerin', 'butylene glycol', 'glyceryl stearate citrate', 'hexyldecanol', 'hexyldecyl laurate', 'squalene', 'tocopheryl acetate', 'polyglyceryl-3 stearate', 'palmitoyl grapevine extract', 'hydrogenated lecithin', 'polyacrylate crosspolymer-6', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'caprylyl glycol', 'ethylhexyl glycerin', 'sodium dehydroacetate', 'parfum', 'sorbitan laurate', 'hydrolyzed sodium hyaluronate ', 'sodium hyaluronate', 'hydroxyethyl cellulose', 'acetyl dipeptide-1 cetyl', 'sodium phytate', 'tocopherol', 'linalool', 'limonene', 'coumarin', 'butylphenyl methylpropional']",46.0,Serum,0
Pai Skincare Instant Calm Redness Serum Sea Aster and Wild Oat 30ml,"['citrus aurantium dulcis', 'avena sativa kernel extract', 'glycerin', 'glyceryl stearate citrate', 'cetearyl alcohol', 'aster maritima extract', 'sodium hyaluronate', 'carya ovata bark extract', 'litsea cubeba fruit extract', 'adesmia boronoides flower / leaf / stem oil', 'helianthus annuus seed oil', 'capric triglyceride', 'acacia senegal gum', 'xanthan gum', 'sodium levulinate', 'sodium anisate', 'glyceryl caprylate', 'tocopherol', 'lactic acid', 'rosmarinus officinalis extract', 'citral', 'limonene']",46.0,Serum,0
GallinÃ©e Probiotic Youthful Serum 30ml,"['propanediol', 'glycerin', 'lactococcus ferment lysate', 'lactic acid', 'alpha-glucan oligosaccharide', 'polyacrylate crosspolymer-6', 'pentylene glycol', 'inulin', 'polymnia sonchifolia root juice', 'cyathea cumingii leaf extract', 'maltodextrin', 'arganine', 'lactobacillus', 'sodium hydroxide', 'sodium chloride', 'glyceryl caprylate', 'cinnamic acid', 'levulinic acid', 'xanthan gum', 'sodium levulinate', 'tetrasodium glutamate diacetate', 'ethylhexyl glycerin', 'sodium benzoate', 'potassium sorbate']",38.25,Serum,0
PIXI Hydrating Milky Serum 30ml,"['glycerin', 'simmondsia chinensis leaf extract', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'squalene', 'hydroxyethyl cellulose', 'lecithin', 'phenoxyethanol', 'rosa canina flower oil', 'tocopheryl acetate', 'rosa damascena', 'aloe barbadenis extract', 'ethylhexyl glycerin', 'polysorbate 60', 'sorbitan isostearate', 'magnesium ascorbyl phosphate', 'caprylyl glycol', 'disodium edta', 'geranium maculatum oil', 'caprylhydroxamic acid', 'leuconostoc/radish root ferment filtrate']",26.0,Serum,0
Darphin Intral Redness Relief Soothing Serum,"['butylene glycol', 'glycerin', 'chamomilla recutita flower oil', 'paeonia suffruticosa extract', 'alteromonas extract', 'crataegus monogina flower extract', 'panthenol', 'glycosaminoglycans', 'polygonum cuspidatum root extract', 'ascophyllum nodosum extract', 'saccharomyces lysate extract', 'asgarogopsis armata extract', 'faex extract', 'castor oil', 'sorbitol', 'sodium hyaluronate', 'cellulose gum', 'glycereth-26', 'parfum', 'citric acid', 'xanthan gum', 'disodium edta', 'chlorphenesin', 'sodium benzoate', 'phenoxyethanol', 'ci 14700', 'extci 60725 (ci 17200', 'ci 42090']",74.0,Serum,0
Zelens Z Hyaluron Hyaluronic Acid Complex Serum Drops 30ml,"['glycerin', 'propanediol', 'hydrolyzed sodium hyaluronate', 'kaempferol', 'succinic acid', 'pseudoalteromonas exopolysaccharides', 'calcium ketogluconate', 'phospholipid', 'glycosphingolipids', 'amorphophallus konjac root extract', 'beta-glucan', 'magnolol', 'algin', 'sorbic acid', 'argania spinosa extract', 'polyglyceryl-6 oleate', 'polyglyceryl-10 oleate', 'leuconostoc/radish root ferment filtrate', 'sodium salicylate', 'sorbitan palmitate', 'xanthan gum', 'benzoic acid', 'potassium sorbate', 'sodium benzoate', 'sodium hydroxide']",55.0,Serum,0
Dr Dennis Gross Skincare C+Collagen Brighten and Firm Vitamin C Serum 30ml,"['glycerin', '3-o-ethyl ascorbic acid', 'niacinamide', 'glycereth-7', 'lactic acid', 'alcohol denat', 'hydroxyethyl cellulose', 'dimethyl isosorbide', 'ascorbic acid', 'collagen amino acids', 'superoxide dismutase', 'glycine', 'carnitine hcl', 'ubiquinone', 'hexylresorcinol', 'emblica officinalis fruit extract', 'hydrolyzed soy protein', 'tetrahexyldecyl ascorbate', 'isoquercetin', 'mandelic acid', 'pueraria lobata extract', 'curcuma longa root extract', 'phytic acid', 'citric acid', 'tetrasodium edta', 'sodium citrate', 'butylene glycol', 'xanthan gum', 'polysorbate-20', 't-butyl alcohol', 'sodium hydroxide', 'polysorbate 80', 'denatonium benzoate', 'benzyl alcohol', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate', 'caramel']",79.0,Serum,0
